"id","question_id","question_number","category","difficulty","domain","question_text","options","correct_answer","explanation","explanation_details","multiple_answers"
46,146,46,"AWS EBS Deep Dive","Application","Design High-Performing Architectures","A database application requires consistent 20,000 IOPS with low latency for transaction processing. The database size is 8TB and growing. Which EBS volume type and configuration provides the BEST performance while supporting future growth?","[{""text"": ""A) gp3 volumes with 20,000 provisioned IOPS"", ""isCorrect"": false}, {""text"": ""B) io2 Block Express volumes with 20,000 provisioned IOPS"", ""isCorrect"": true}, {""text"": ""C) gp2 volumes in RAID 0 configuration"", ""isCorrect"": false}, {""text"": ""D) st1 throughput optimized volumes for cost savings"", ""isCorrect"": false}]","B) io2 Block Express volumes with 20,000 provisioned IOPS","io2 Block Express provides consistent IOPS up to 256,000, supports volumes up to 64TB, and offers sub-millisecond latency for databases.","{""summary"": ""io2 Block Express advantages for databases:"", ""breakdown"": [""Consistent IOPS: 20,000 IOPS guaranteed regardless of volume size"", ""Sub-millisecond latency: Optimal for transaction processing"", ""Scalability: Supports up to 64TB volumes for future growth"", ""Durability: 99.999% annual durability vs 99.9% for gp3""], ""otherOptions"": ""A) gp3 IOPS can vary with volume size and burst credits\nC) RAID 0 increases failure risk and management complexity\nD) st1 optimized for throughput, not IOPS-intensive workloads""}",NULL
47,147,47,"AWS EBS Deep Dive","Application","Design Resilient Architectures","A production database uses EBS volumes and requires point-in-time recovery capability with minimal data loss. The current snapshot strategy creates daily snapshots, but the RPO requirement is 4 hours. Which enhancement provides the BEST backup strategy improvement?","[{""text"": ""A) Increase snapshot frequency to every 4 hours using scheduled snapshots"", ""isCorrect"": true}, {""text"": ""B) Enable EBS Fast Snapshot Restore on existing daily snapshots"", ""isCorrect"": false}, {""text"": ""C) Configure EBS Multi-Attach to create live replicas"", ""isCorrect"": false}, {""text"": ""D) Use AWS Backup service with continuous backup enabled"", ""isCorrect"": false}]","A) Increase snapshot frequency to every 4 hours using scheduled snapshots","Scheduling snapshots every 4 hours directly meets the RPO requirement by ensuring maximum data loss is limited to 4 hours.","{""summary"": ""Snapshot strategy for 4-hour RPO:"", ""breakdown"": [""Scheduled snapshots: Every 4 hours meets exact RPO requirement"", ""Incremental backups: Only changed blocks stored, cost-effective"", ""Point-in-time recovery: Can restore to any snapshot timestamp"", ""Automated lifecycle: Can retain snapshots based on retention policy""], ""otherOptions"": ""B) Fast Snapshot Restore improves RTO, not RPO\nC) Multi-Attach doesn't provide backup functionality\nD) Continuous backup overkill for 4-hour RPO requirement""}",NULL
48,148,48,"AWS EBS Deep Dive","Expert","Design Secure Architectures","A financial application stores sensitive data on EBS volumes and requires encryption in transit and at rest. The application accesses data across multiple AZs and needs to ensure encryption keys remain under customer control with automatic rotation. Which configuration provides comprehensive encryption coverage?","[{""text"": ""A) EBS encryption with AWS managed keys and HTTPS application protocols"", ""isCorrect"": false}, {""text"": ""B) EBS encryption with customer-managed KMS keys, automatic rotation enabled, and application-level TLS"", ""isCorrect"": true}, {""text"": ""C) Instance store volumes with client-side encryption"", ""isCorrect"": false}, {""text"": ""D) EBS encryption with customer-provided keys (SSE-C)"", ""isCorrect"": false}]","B) EBS encryption with customer-managed KMS keys, automatic rotation enabled, and application-level TLS","Customer-managed KMS keys provide control with automatic rotation, EBS encryption handles data at rest, and TLS provides encryption in transit.","{""summary"": ""Comprehensive EBS encryption strategy:"", ""breakdown"": [""Customer-managed KMS keys: Full control over encryption keys"", ""Automatic rotation: Annual key rotation without service interruption"", ""EBS encryption: All data at rest encrypted including snapshots"", ""Application TLS: Encrypts data in transit between instances""], ""otherOptions"": ""A) AWS managed keys don't provide customer control\nC) Instance store data is temporary, not suitable for persistent financial data\nD) Customer-provided keys require manual key management""}",NULL
49,149,49,"AWS File Systems Deep Dive","Application","Design High-Performing Architectures","A video editing company needs shared storage accessible from 50 EC2 instances across multiple AZs for collaborative editing projects. Files range from 1GB to 50GB, and editors require low-latency access. Performance needs vary from 1 GB/s during off-hours to 10 GB/s during production. Which file system solution provides the BEST performance and scalability?","[{""text"": ""A) Amazon EFS with General Purpose performance mode"", ""isCorrect"": false}, {""text"": ""B) Amazon EFS with Max I/O performance mode and Provisioned Throughput"", ""isCorrect"": true}, {""text"": ""C) Amazon FSx for Lustre with scratch file system"", ""isCorrect"": false}, {""text"": ""D) Multiple EBS volumes shared using NFS on EC2"", ""isCorrect"": false}]","B) Amazon EFS with Max I/O performance mode and Provisioned Throughput","EFS Max I/O mode supports higher IOPS for concurrent access, while Provisioned Throughput ensures consistent 10 GB/s performance regardless of file system size.","{""summary"": ""EFS configuration for video editing workloads:"", ""breakdown"": [""Max I/O mode: Higher IOPS limit for 50 concurrent clients"", ""Provisioned Throughput: Guarantees 10 GB/s during peak production"", ""Multi-AZ access: Native support across availability zones"", ""POSIX compliance: Standard file system semantics for editing software""], ""otherOptions"": ""A) General Purpose mode has lower IOPS limits for concurrent access\nC) Lustre scratch file system designed for HPC, not collaborative editing\nD) EBS volumes can't be natively shared between instances""}",NULL
50,150,50,"AWS File Systems Deep Dive","Expert","Design High-Performing Architectures","A Windows-based application requires high-performance file storage with Active Directory integration, SMB protocol support, and sub-millisecond latencies. The workload involves intensive random I/O operations on small files. Current on-premises Windows File Server achieves 100,000 IOPS. Which AWS solution provides equivalent performance?","[{""text"": ""A) Amazon FSx for Windows File Server with SSD storage"", ""isCorrect"": true}, {""text"": ""B) Amazon EFS with Windows file gateway"", ""isCorrect"": false}, {""text"": ""C) EC2 Windows instance with attached io2 EBS volumes"", ""isCorrect"": false}, {""text"": ""D) Amazon FSx for Lustre with Windows connectivity"", ""isCorrect"": false}]","A) Amazon FSx for Windows File Server with SSD storage","FSx for Windows File Server provides native SMB, Active Directory integration, SSD storage for high IOPS, and sub-millisecond latencies specifically optimized for Windows workloads.","{""summary"": ""FSx for Windows File Server benefits:"", ""breakdown"": [""Native SMB: Full Windows file system compatibility"", ""Active Directory: Seamless user authentication and authorization"", ""SSD storage: Up to 100,000+ IOPS for random I/O workloads"", ""Sub-millisecond latency: Optimized for Windows application performance""], ""otherOptions"": ""B) EFS doesn't natively support SMB or Active Directory\nC) Self-managed solution lacks native SMB optimization\nD) FSx for Lustre designed for Linux HPC workloads, not Windows""}",NULL
51,151,51,"AWS Hybrid Storage Migration","Application","Design Resilient Architectures","A company needs to migrate 500TB of archival data from on-premises tape storage to AWS. The data is rarely accessed but must be retrievable within 12 hours when needed. The migration must complete within 3 months with minimal impact on existing network bandwidth. Which migration strategy is MOST efficient?","[{""text"": ""A) AWS DataSync over Direct Connect for gradual migration"", ""isCorrect"": false}, {""text"": ""B) Multiple AWS Snowball Edge devices shipped in batches to S3 Glacier Deep Archive"", ""isCorrect"": true}, {""text"": ""C) Storage Gateway Tape Gateway for gradual cloud migration"", ""isCorrect"": false}, {""text"": ""D) AWS Transfer Family for secure file transfer"", ""isCorrect"": false}]","B) Multiple AWS Snowball Edge devices shipped in batches to S3 Glacier Deep Archive","Snowball Edge devices handle large data volumes efficiently without network impact, while Glacier Deep Archive provides cost-effective storage with 12-hour retrieval.","{""summary"": ""Large-scale archival migration strategy:"", ""breakdown"": [""Snowball Edge capacity: 80TB per device, 7 devices for 500TB"", ""No network impact: Physical data transfer bypasses internet"", ""Glacier Deep Archive: Lowest cost storage for rarely accessed data"", ""12-hour retrieval: Meets business requirement for archive access""], ""otherOptions"": ""A) DataSync over network would take months and impact bandwidth\nC) Tape Gateway for ongoing hybrid, not one-time migration\nD) Transfer Family not optimized for 500TB bulk migration""}",NULL
52,152,52,"AWS Hybrid Storage Migration","Expert","Design High-Performing Architectures","A media company operates a hybrid architecture where video editors work on-premises but need seamless access to cloud storage for rendering jobs. Local performance must remain unaffected while providing transparent cloud storage scalability. Frequently accessed files should be available locally. Which hybrid storage solution provides the BEST user experience?","[{""text"": ""A) AWS Storage Gateway File Gateway with local cache"", ""isCorrect"": true}, {""text"": ""B) AWS DataSync scheduled sync between on-premises and S3"", ""isCorrect"": false}, {""text"": ""C) Direct Connect with EFS mounted on workstations"", ""isCorrect"": false}, {""text"": ""D) S3 bucket mounted using third-party NFS gateway"", ""isCorrect"": false}]","A) AWS Storage Gateway File Gateway with local cache","Storage Gateway File Gateway provides NFS interface with intelligent local caching, transparent S3 integration, and optimal performance for frequently accessed files.","{""summary"": ""File Gateway hybrid benefits:"", ""breakdown"": [""Local cache: Frequently accessed files available at local speeds"", ""Transparent scaling: Files automatically stored in S3"", ""NFS interface: Standard file system access for editing applications"", ""Intelligent caching: Recently and frequently used files cached locally""], ""otherOptions"": ""B) DataSync requires scheduled sync, not transparent access\nC) EFS over Direct Connect has latency for large video files\nD) Third-party solutions lack AWS service integration and support""}",NULL
53,153,53,"AWS Data Security Concepts","Application","Design Secure Architectures","A financial services company needs to automatically discover and protect sensitive data across 200 S3 buckets containing customer documents. They require automated classification, policy enforcement, and immediate alerts for data exposure risks. Which combination provides comprehensive data security automation?","[{""text"": ""A) AWS Config rules for bucket policies and CloudWatch for monitoring"", ""isCorrect"": false}, {""text"": ""B) Amazon Macie for discovery and classification, EventBridge for alerts, and S3 Block Public Access"", ""isCorrect"": true}, {""text"": ""C) AWS Inspector for vulnerability scanning and GuardDuty for threats"", ""isCorrect"": false}, {""text"": ""D) Custom Lambda functions with CloudTrail for access monitoring"", ""isCorrect"": false}]","B) Amazon Macie for discovery and classification, EventBridge for alerts, and S3 Block Public Access","Macie uses ML to discover sensitive data, provides automatic classification, EventBridge enables real-time alerts, and Block Public Access prevents exposure.","{""summary"": ""Automated data security components:"", ""breakdown"": [""Amazon Macie: ML-powered sensitive data discovery and classification"", ""EventBridge integration: Real-time alerts for policy violations"", ""S3 Block Public Access: Prevents accidental public exposure"", ""Automated findings: Continuous monitoring across all 200 buckets""], ""otherOptions"": ""A) Config and CloudWatch don't provide sensitive data discovery\nC) Inspector and GuardDuty focus on infrastructure, not data classification\nD) Custom solutions require significant development and maintenance""}",NULL
54,154,54,"AWS Data Security Concepts","Expert","Design Secure Architectures","A healthcare organization must implement data classification and protection for patient records across multiple AWS services (S3, RDS, DynamoDB). They need automated discovery of PHI, policy-based access controls, and audit trails meeting HIPAA requirements. Which architecture provides comprehensive data protection?","[{""text"": ""A) Amazon Macie for S3, database activity streams for RDS, and VPC Flow Logs"", ""isCorrect"": false}, {""text"": ""B) Amazon Macie for S3, AWS CloudTrail data events, and customer-managed KMS keys across all services"", ""isCorrect"": true}, {""text"": ""C) AWS Config for compliance monitoring and GuardDuty for threat detection"", ""isCorrect"": false}, {""text"": ""D) Custom data loss prevention (DLP) solution with third-party tools"", ""isCorrect"": false}]","B) Amazon Macie for S3, AWS CloudTrail data events, and customer-managed KMS keys across all services","Macie discovers PHI in S3, CloudTrail data events provide comprehensive audit trails, and customer-managed KMS keys ensure encryption control across all services.","{""summary"": ""HIPAA-compliant data protection architecture:"", ""breakdown"": [""Macie: Automated PHI discovery and classification in S3"", ""CloudTrail data events: Complete audit trail of data access"", ""Customer-managed KMS: Encryption control across S3, RDS, DynamoDB"", ""Policy-based access: IAM policies with resource-based conditions""], ""otherOptions"": ""A) Missing encryption control and comprehensive audit coverage\nC) Config and GuardDuty don't provide PHI discovery and classification\nD) Custom solutions require extensive compliance validation""}",NULL
55,155,55,"AWS Encryption","Expert","Design Secure Architectures","A multinational corporation needs end-to-end encryption for data stored across AWS services in multiple regions. They require customer control over encryption keys, automatic rotation, cross-region access, and integration with their existing HSM infrastructure. Which encryption strategy provides the MOST comprehensive solution?","[{""text"": ""A) AWS KMS customer-managed keys with automatic rotation in each region"", ""isCorrect"": false}, {""text"": ""B) AWS CloudHSM cluster with custom key management application"", ""isCorrect"": true}, {""text"": ""C) Client-side encryption with application-managed keys"", ""isCorrect"": false}, {""text"": ""D) AWS KMS with imported key material from on-premises HSM"", ""isCorrect"": false}]","B) AWS CloudHSM cluster with custom key management application","CloudHSM provides dedicated hardware security modules with full customer control, integrates with existing HSM infrastructure, and supports cross-region key management.","{""summary"": ""CloudHSM comprehensive encryption benefits:"", ""breakdown"": [""Dedicated HSM: Full customer control over encryption operations"", ""FIPS 140-2 Level 3: Highest security certification available"", ""Cross-region clustering: Keys available across multiple regions"", ""HSM integration: Compatible with existing on-premises HSM infrastructure""], ""otherOptions"": ""A) KMS keys are region-specific and don't integrate with existing HSM\nC) Application-managed keys lack HSM security and are difficult to manage at scale\nD) Imported key material in KMS doesn't provide full HSM integration""}",NULL
56,156,56,"AWS Encryption","Application","Design Secure Architectures","A development team needs to encrypt application data before storing it in DynamoDB. They want to minimize performance impact while ensuring field-level encryption for sensitive columns (SSN, credit card numbers) but allow searching on encrypted email addresses. Which encryption approach provides the BEST balance of security and functionality?","[{""text"": ""A) DynamoDB encryption at rest with AWS managed keys"", ""isCorrect"": false}, {""text"": ""B) AWS DynamoDB Encryption Client with deterministic encryption for emails, probabilistic for sensitive fields"", ""isCorrect"": true}, {""text"": ""C) Application-level AES encryption for all fields"", ""isCorrect"": false}, {""text"": ""D) AWS KMS encryption for entire DynamoDB table"", ""isCorrect"": false}]","B) AWS DynamoDB Encryption Client with deterministic encryption for emails, probabilistic for sensitive fields","DynamoDB Encryption Client provides field-level encryption with deterministic encryption for searchable fields and probabilistic encryption for maximum security on sensitive data.","{""summary"": ""Field-level encryption strategy:"", ""breakdown"": [""Deterministic encryption: Same email always produces same ciphertext (searchable)"", ""Probabilistic encryption: Different ciphertext each time (maximum security)"", ""Client-side encryption: Data encrypted before sending to DynamoDB"", ""Performance optimized: Only sensitive fields encrypted, not entire records""], ""otherOptions"": ""A) Table-level encryption doesn't provide field-level control\nC) Application encryption without library optimization impacts performance\nD) KMS table encryption encrypts all data, doesn't enable selective searching""}",NULL
57,157,57,"AWS Governance Compliance","Expert","Design Secure Architectures","A regulated financial institution must demonstrate continuous compliance with SOC 2 requirements for data storage. They need automated policy enforcement, compliance reporting, and evidence collection across 50 AWS accounts. Non-compliant resources must be automatically remediated. Which governance framework provides comprehensive compliance automation?","[{""text"": ""A) AWS Config with custom rules and SNS notifications"", ""isCorrect"": false}, {""text"": ""B) AWS Organizations with SCPs, Config Conformance Packs, and Systems Manager Automation"", ""isCorrect"": true}, {""text"": ""C) AWS CloudFormation with compliance templates"", ""isCorrect"": false}, {""text"": ""D) AWS Security Hub with manual remediation workflows"", ""isCorrect"": false}]","B) AWS Organizations with SCPs, Config Conformance Packs, and Systems Manager Automation","Organizations provides account governance, Conformance Packs enable SOC 2 compliance checks, and Systems Manager Automation handles remediation across all accounts.","{""summary"": ""Comprehensive compliance automation:"", ""breakdown"": [""Organizations + SCPs: Account-level policy enforcement"", ""Config Conformance Packs: Pre-built SOC 2 compliance rules"", ""Systems Manager Automation: Automatic remediation of non-compliant resources"", ""Centralized reporting: Compliance status across all 50 accounts""], ""otherOptions"": ""A) Config alone lacks account-level governance and automated remediation\nC) CloudFormation provides deployment compliance, not ongoing monitoring\nD) Security Hub requires manual remediation, not automated""}",NULL
58,158,58,"AWS Governance Compliance","Application","Design Secure Architectures","A global company must ensure S3 buckets across all regions comply with data residency requirements. EU data must stay in EU regions, US data in US regions, with automatic policy enforcement and compliance reporting. Which solution provides the MOST effective governance?","[{""text"": ""A) IAM policies restricting S3 actions based on user location"", ""isCorrect"": false}, {""text"": ""B) S3 bucket policies with aws:RequestedRegion condition keys"", ""isCorrect"": false}, {""text"": ""C) AWS Organizations SCPs with region restrictions based on data classification tags"", ""isCorrect"": true}, {""text"": ""D) AWS Config rules monitoring bucket creation across regions"", ""isCorrect"": false}]","C) AWS Organizations SCPs with region restrictions based on data classification tags","Organizations SCPs provide account-level enforcement that cannot be overridden, with tag-based conditions enabling automatic data residency compliance.","{""summary"": ""Data residency governance with SCPs:"", ""breakdown"": [""SCPs: Cannot be overridden by account-level permissions"", ""Tag-based conditions: Automatically enforce based on data classification"", ""Region restrictions: Prevent EU data creation in non-EU regions"", ""Organization-wide: Applies to all current and future accounts""], ""otherOptions"": ""A) IAM policies can be overridden by account administrators\nB) Bucket policies only apply after bucket creation\nD) Config rules detect violations but don't prevent them""}",NULL
59,159,59,"AWS Storage Resiliency Scalability","Expert","Design Resilient Architectures","A video streaming platform stores 1PB of content with global distribution requirements. They need 99.99% availability, automatic failover, and the ability to handle 10x traffic spikes during major events. Current single-region S3 architecture shows latency issues for international users. Which architecture provides optimal resiliency and global performance?","[{""text"": ""A) S3 Cross-Region Replication with CloudFront distribution"", ""isCorrect"": true}, {""text"": ""B) Multi-region S3 buckets with Route 53 latency-based routing"", ""isCorrect"": false}, {""text"": ""C) S3 Transfer Acceleration with single-region storage"", ""isCorrect"": false}, {""text"": ""D) EFS with VPC peering across regions"", ""isCorrect"": false}]","A) S3 Cross-Region Replication with CloudFront distribution","S3 CRR provides data resilience and regional availability, while CloudFront edge locations ensure global low-latency access and can handle traffic spikes automatically.","{""summary"": ""Global content delivery architecture:"", ""breakdown"": [""S3 CRR: Automatic replication across regions for resilience"", ""CloudFront: 400+ edge locations for global low-latency delivery"", ""Auto-scaling: CloudFront handles 10x traffic spikes automatically"", ""99.99% availability: S3 + CloudFront combined SLA exceeds requirement""], ""otherOptions"": ""B) Route 53 doesn't provide edge caching for content delivery\nC) Transfer Acceleration only helps uploads, not global content delivery\nD) EFS not designed for 1PB content delivery workloads""}",NULL
60,160,60,"AWS Storage Resiliency Scalability","Application","Design Resilient Architectures","An e-commerce platform experiences seasonal traffic patterns with 50x increase during holiday sales. Their product catalog and user-generated content storage must scale automatically without performance degradation. Current EBS-based storage architecture requires manual intervention during peaks. Which storage architecture provides automatic scalability?","[{""text"": ""A) Auto Scaling EBS volumes with CloudWatch metrics"", ""isCorrect"": false}, {""text"": ""B) Amazon S3 with CloudFront for content delivery and Lambda for processing"", ""isCorrect"": true}, {""text"": ""C) Amazon EFS with Provisioned Throughput mode"", ""isCorrect"": false}, {""text"": ""D) Multiple EBS volumes in RAID configuration"", ""isCorrect"": false}]","B) Amazon S3 with CloudFront for content delivery and Lambda for processing","S3 provides unlimited automatic scaling, CloudFront handles traffic spikes through edge caching, and Lambda scales processing automatically with demand.","{""summary"": ""Auto-scaling storage architecture:"", ""breakdown"": [""S3 unlimited scaling: Handles any amount of data and requests"", ""CloudFront edge caching: Reduces origin load during traffic spikes"", ""Lambda auto-scaling: Processing scales from 0 to thousands of concurrent executions"", ""No manual intervention: All components scale automatically""], ""otherOptions"": ""A) EBS volumes cannot auto-scale capacity\nC) EFS requires pre-provisioned throughput planning\nD) RAID configuration still requires manual capacity planning""}",NULL
61,161,61,"AWS Data Lifecycle","Application","Design Cost-Optimized Architectures","A research institution stores genomics data with the following access pattern: analyzed intensively for 30 days, occasionally referenced for 6 months, and archived for 10 years for compliance. Current costs are $50,000/month in S3 Standard. Which lifecycle policy provides maximum cost optimization while meeting access requirements?","[{""text"": ""A) Standard for 30 days → IA at 30 days → Glacier at 180 days → Deep Archive at 1 year"", ""isCorrect"": true}, {""text"": ""B) Intelligent-Tiering for all data with Deep Archive enabled"", ""isCorrect"": false}, {""text"": ""C) Standard for 30 days → Glacier immediately at 30 days"", ""isCorrect"": false}, {""text"": ""D) One Zone-IA for all data to reduce costs"", ""isCorrect"": false}]","A) Standard for 30 days → IA at 30 days → Glacier at 180 days → Deep Archive at 1 year","Lifecycle transitions match access patterns: Standard for intensive analysis, IA for occasional access, Glacier for long-term storage, Deep Archive for compliance.","{""summary"": ""Optimized lifecycle transitions for research data:"", ""breakdown"": [""Days 1-30: S3 Standard for intensive analysis"", ""Days 31-180: S3 IA for occasional reference (68% cost reduction)"", ""Days 181-365: S3 Glacier for backup storage (77% cost reduction)"", ""Years 1-10: Deep Archive for compliance (80% cost reduction)""], ""otherOptions"": ""B) Intelligent-Tiering adds overhead for predictable access patterns\nC) Early Glacier transition makes occasional access expensive\nD) One Zone-IA lacks resilience for valuable research data""}",NULL
62,162,62,"AWS Data Lifecycle","Expert","Design Cost-Optimized Architectures","A media company has complex data lifecycle needs: news content (hot for 7 days, cold afterwards), evergreen content (unpredictable access), and archived footage (rare access but immediate retrieval when needed). They want automated optimization without management overhead. Which strategy handles all three patterns optimally?","[{""text"": ""A) Separate buckets with different lifecycle policies for each content type"", ""isCorrect"": false}, {""text"": ""B) S3 Intelligent-Tiering with object tagging and tag-based lifecycle policies"", ""isCorrect"": true}, {""text"": ""C) Manual lifecycle management based on content metadata"", ""isCorrect"": false}, {""text"": ""D) Single lifecycle policy with shortest transition times"", ""isCorrect"": false}]","B) S3 Intelligent-Tiering with object tagging and tag-based lifecycle policies","Intelligent-Tiering with object tags enables different optimization strategies per content type while maintaining automation and handling unpredictable access patterns.","{""summary"": ""Tag-based intelligent lifecycle management:"", ""breakdown"": [""Object tagging: Classify content types (news, evergreen, archive)"", ""Intelligent-Tiering: Automatic optimization for unpredictable evergreen content"", ""Tag-based policies: Specific rules for news (7-day pattern) and archive content"", ""No management overhead: All transitions automated based on access patterns""], ""otherOptions"": ""A) Multiple buckets increase management complexity\nC) Manual management doesn't scale and introduces errors\nD) Single policy can't optimize for different access patterns""}",NULL
63,163,63,"AWS Storage Cost Management","Expert","Design Cost-Optimized Architectures","A data analytics company spends $100,000/month on storage across S3, EBS, and EFS for various workloads. They need comprehensive cost optimization while maintaining performance. Analysis shows: 40% rarely accessed, 30% predictable patterns, 20% unpredictable access, 10% high-performance needs. Which multi-service optimization strategy provides maximum savings?","[{""text"": ""A) Move all data to cheapest storage classes regardless of access patterns"", ""isCorrect"": false}, {""text"": ""B) S3 lifecycle policies for rarely accessed, Intelligent-Tiering for unpredictable, gp3 optimization for EBS, EFS IA for infrequent file access"", ""isCorrect"": true}, {""text"": ""C) Consolidate all storage to S3 with single lifecycle policy"", ""isCorrect"": false}, {""text"": ""D) Implement Reserved Capacity for all storage services"", ""isCorrect"": false}]","B) S3 lifecycle policies for rarely accessed, Intelligent-Tiering for unpredictable, gp3 optimization for EBS, EFS IA for infrequent file access","Tailored optimization per access pattern: lifecycle for predictable patterns, Intelligent-Tiering for unpredictable, gp3 for cost-effective EBS performance, EFS IA for infrequent access.","{""summary"": ""Multi-service cost optimization strategy:"", ""breakdown"": [""40% rarely accessed: S3 lifecycle to Glacier/Deep Archive (75% savings)"", ""20% unpredictable: S3 Intelligent-Tiering (40% average savings)"", ""EBS optimization: gp3 volumes with right-sized IOPS (20% savings)"", ""EFS optimization: IA storage class for infrequent access (85% savings)""], ""otherOptions"": ""A) Ignoring access patterns can cause performance issues and retrieval costs\nC) Not all workloads suit object storage architecture\nD) Reserved Capacity not available for all storage types and may not match usage patterns""}",NULL
64,164,64,"AWS Storage Cost Management","Application","Design Cost-Optimized Architectures","A startup's S3 storage costs have grown to $25,000/month with 80% of objects never accessed after 90 days. They also have high data transfer costs from direct client downloads. The application serves user-uploaded images and documents globally. Which combination provides the most comprehensive cost reduction?","[{""text"": ""A) S3 lifecycle policy to Glacier and CloudFront distribution"", ""isCorrect"": true}, {""text"": ""B) S3 Intelligent-Tiering and S3 Transfer Acceleration"", ""isCorrect"": false}, {""text"": ""C) Move all data to S3 One Zone-IA with direct client access"", ""isCorrect"": false}, {""text"": ""D) Compress all objects and implement client-side caching"", ""isCorrect"": false}]","A) S3 lifecycle policy to Glacier and CloudFront distribution","Lifecycle policy to Glacier reduces storage costs by 68% for unused objects, while CloudFront eliminates data transfer costs and provides global acceleration.","{""summary"": ""Comprehensive S3 cost optimization:"", ""breakdown"": [""Lifecycle to Glacier: 68% storage cost reduction for 80% of objects"", ""CloudFront: Eliminates data transfer costs from S3 to internet"", ""Global caching: Improves performance while reducing origin costs"", ""Combined savings: Approximately 70% total cost reduction""], ""otherOptions"": ""B) Intelligent-Tiering adds overhead for predictable 90-day pattern\nC) One Zone-IA lacks resilience and doesn't address transfer costs\nD) Compression helps but doesn't address core storage lifecycle and transfer costs""}",NULL
65,165,65,"AWS Storage Comprehensive","Expert","Design High-Performing Architectures","A large enterprise needs a comprehensive storage strategy for their cloud migration. Requirements include: 500TB database storage with 50,000 IOPS, 2PB file shares for 1000 users, 10PB object storage with global access, and hybrid connectivity to on-premises. Which architecture provides optimal performance, cost, and integration?","[{""text"": ""A) io2 Block Express EBS, EFS Max I/O, S3 with CloudFront, and Storage Gateway"", ""isCorrect"": true}, {""text"": ""B) gp3 EBS, FSx for Lustre, S3 Intelligent-Tiering, and Direct Connect"", ""isCorrect"": false}, {""text"": ""C) Aurora storage, EFS General Purpose, S3 Standard, and VPN connections"", ""isCorrect"": false}, {""text"": ""D) Instance store, FSx for Windows, S3 Glacier, and AWS Outposts"", ""isCorrect"": false}]","A) io2 Block Express EBS, EFS Max I/O, S3 with CloudFront, and Storage Gateway","io2 Block Express provides required IOPS, EFS Max I/O handles concurrent users, S3+CloudFront scales globally, Storage Gateway enables hybrid integration.","{""summary"": ""Enterprise storage architecture components:"", ""breakdown"": [""io2 Block Express: 50,000 IOPS with sub-millisecond latency for databases"", ""EFS Max I/O: Scales to 1000+ concurrent users with higher IOPS"", ""S3 + CloudFront: Unlimited object storage with global low-latency access"", ""Storage Gateway: Seamless hybrid connectivity with caching""], ""otherOptions"": ""B) gp3 may not provide consistent 50,000 IOPS, FSx Lustre not ideal for general file shares\nC) Aurora storage limits database choice, VPN insufficient for 500TB+ workloads\nD) Instance store temporary, FSx Windows not mentioned as requirement, Glacier too slow""}",NULL
66,166,66,"AWS Storage Comprehensive","Expert","Design Secure Architectures","A financial services firm requires end-to-end security for their storage infrastructure handling sensitive customer data across S3, EBS, and EFS. Requirements include: customer-controlled encryption, automated compliance monitoring, data classification, and audit trails meeting regulatory standards. Which comprehensive security architecture meets all requirements?","[{""text"": ""A) AWS managed encryption, GuardDuty monitoring, and CloudTrail logging"", ""isCorrect"": false}, {""text"": ""B) Customer-managed KMS keys, Amazon Macie, Config Conformance Packs, and CloudTrail data events"", ""isCorrect"": true}, {""text"": ""C) CloudHSM encryption, Security Hub, and VPC Flow Logs"", ""isCorrect"": false}, {""text"": ""D) Client-side encryption, Inspector scanning, and AWS Config rules"", ""isCorrect"": false}]","B) Customer-managed KMS keys, Amazon Macie, Config Conformance Packs, and CloudTrail data events","Customer-managed KMS provides encryption control, Macie classifies sensitive data, Conformance Packs ensure compliance, CloudTrail data events provide complete audit trails.","{""summary"": ""Comprehensive security architecture for financial services:"", ""breakdown"": [""Customer-managed KMS: Full control over encryption keys across all storage services"", ""Amazon Macie: Automated discovery and classification of sensitive financial data"", ""Config Conformance Packs: Continuous compliance monitoring for financial regulations"", ""CloudTrail data events: Complete audit trail of all data access activities""], ""otherOptions"": ""A) AWS managed encryption lacks customer control required for financial services\nC) CloudHSM overkill, Security Hub doesn't provide data classification\nD) Client-side encryption complex to manage, Inspector focuses on vulnerabilities not data classification""}",NULL
67,167,67,"Security - IAM Cross-Account Access","Intermediate","Design Secure Architectures","A development team needs access to production AWS resources from their development account. The security team requires auditable, temporary access with no permanent credentials. Which solution provides the MOST secure approach?","[{""text"": ""A) Create IAM users in production account with temporary passwords"", ""isCorrect"": false}, {""text"": ""B) Configure cross-account IAM roles with AssumeRole permissions"", ""isCorrect"": true}, {""text"": ""C) Share access keys between accounts using AWS Secrets Manager"", ""isCorrect"": false}, {""text"": ""D) Use AWS SSO with permanent group assignments"", ""isCorrect"": false}]","B) Configure cross-account IAM roles with AssumeRole permissions","Cross-account roles provide temporary credentials via STS, enable auditing through CloudTrail, and follow security best practices. The trust policy defines who can assume the role, while permissions policy controls what they can do.","{""summary"": ""Cross-account roles for secure access:"", ""breakdown"": [""Temporary credentials via STS"", ""Complete audit trail in CloudTrail"", ""No permanent credentials to manage"", ""Trust policy controls who can assume role""], ""otherOptions"": ""A) Users still require permanent management\nC) Access keys are permanent credentials\nD) Permanent access violates least privilege""}",NULL
